location,job_title,publisher_name,publisher_link,min_salary,max_salary,median_salary,salary_period,salary_currency
United States,Technical Analyst,Glassdoor,https://Glassdoor.com/Technical Analyst,41447.0,51819.0,46633.0,YEAR,USD
United States,Technical Analyst,Indeed,https://Indeed.com/Technical Analyst,41747.0,52019.0,46733.0,YEAR,USD
United States,Technical Analyst,Payscale,https://Payscale.com/Technical Analyst,42047.0,52219.0,46833.0,YEAR,USD
United States,Structural Engineer,Glassdoor,https://Glassdoor.com/Structural Engineer,48182.0,64506.0,56344.0,YEAR,USD
United States,Structural Engineer,Indeed,https://Indeed.com/Structural Engineer,48482.0,64706.0,56444.0,YEAR,USD
United States,Structural Engineer,Payscale,https://Payscale.com/Structural Engineer,48782.0,64906.0,56544.0,YEAR,USD
United States,Supplier Quality Engineer,Glassdoor,https://Glassdoor.com/Supplier Quality Engineer,41086.0,57549.0,49317.0,YEAR,USD
United States,Supplier Quality Engineer,Indeed,https://Indeed.com/Supplier Quality Engineer,41386.0,57749.0,49417.0,YEAR,USD
United States,Supplier Quality Engineer,Payscale,https://Payscale.com/Supplier Quality Engineer,41686.0,57949.0,49517.0,YEAR,USD
United States,Supply Chain Manager,Glassdoor,https://Glassdoor.com/Supply Chain Manager,49957.0,69784.0,59870.0,YEAR,USD
United States,Supply Chain Manager,Indeed,https://Indeed.com/Supply Chain Manager,50257.0,69984.0,59970.0,YEAR,USD
United States,Supply Chain Manager,Payscale,https://Payscale.com/Supply Chain Manager,50557.0,70184.0,60070.0,YEAR,USD
United States,Supply Chain Analyst,Glassdoor,https://Glassdoor.com/Supply Chain Analyst,40457.0,57954.0,49205.0,YEAR,USD
United States,Supply Chain Analyst,Indeed,https://Indeed.com/Supply Chain Analyst,40757.0,58154.0,49305.0,YEAR,USD
United States,Supply Chain Analyst,Payscale,https://Payscale.com/Supply Chain Analyst,41057.0,58354.0,49405.0,YEAR,USD
United States,Technical Product Owner,Glassdoor,https://Glassdoor.com/Technical Product Owner,47414.0,58051.0,52732.0,YEAR,USD
United States,Technical Product Owner,Indeed,https://Indeed.com/Technical Product Owner,47714.0,58251.0,52832.0,YEAR,USD
United States,Technical Product Owner,Payscale,https://Payscale.com/Technical Product Owner,48014.0,58451.0,52932.0,YEAR,USD
United States,Technical Program Manager,Glassdoor,https://Glassdoor.com/Technical Program Manager,44694.0,57160.0,50927.0,YEAR,USD
United States,Technical Program Manager,Indeed,https://Indeed.com/Technical Program Manager,44994.0,57360.0,51027.0,YEAR,USD
United States,Technical Program Manager,Payscale,https://Payscale.com/Technical Program Manager,45294.0,57560.0,51127.0,YEAR,USD
United States,Strategy Manager,Glassdoor,https://Glassdoor.com/Strategy Manager,43642.0,59006.0,51324.0,YEAR,USD
United States,Strategy Manager,Indeed,https://Indeed.com/Strategy Manager,43942.0,59206.0,51424.0,YEAR,USD
United States,Strategy Manager,Payscale,https://Payscale.com/Strategy Manager,44242.0,59406.0,51524.0,YEAR,USD
United States,Store Manager,Glassdoor,https://Glassdoor.com/Store Manager,55785.0,72455.0,64120.0,YEAR,USD
United States,Store Manager,Indeed,https://Indeed.com/Store Manager,56085.0,72655.0,64220.0,YEAR,USD
United States,Store Manager,Payscale,https://Payscale.com/Store Manager,56385.0,72855.0,64320.0,YEAR,USD
United States,Territory Manager,Glassdoor,https://Glassdoor.com/Territory Manager,63567.0,83046.0,73306.0,YEAR,USD
United States,Territory Manager,Indeed,https://Indeed.com/Territory Manager,63867.0,83246.0,73406.0,YEAR,USD
United States,Territory Manager,Payscale,https://Payscale.com/Territory Manager,64167.0,83446.0,73506.0,YEAR,USD
United States,Strategic Account Manager,Glassdoor,https://Glassdoor.com/Strategic Account Manager,59841.0,70777.0,65309.0,YEAR,USD
United States,Strategic Account Manager,Indeed,https://Indeed.com/Strategic Account Manager,60141.0,70977.0,65409.0,YEAR,USD
United States,Strategic Account Manager,Payscale,https://Payscale.com/Strategic Account Manager,60441.0,71177.0,65509.0,YEAR,USD
United States,Treasury Analyst,Glassdoor,https://Glassdoor.com/Treasury Analyst,67696.0,87679.0,77687.0,YEAR,USD
United States,Treasury Analyst,Indeed,https://Indeed.com/Treasury Analyst,67996.0,87879.0,77787.0,YEAR,USD
United States,Treasury Analyst,Payscale,https://Payscale.com/Treasury Analyst,68296.0,88079.0,77887.0,YEAR,USD
United States,Vendor Manager,Glassdoor,https://Glassdoor.com/Vendor Manager,56058.0,74269.0,65163.0,YEAR,USD
United States,Vendor Manager,Indeed,https://Indeed.com/Vendor Manager,56358.0,74469.0,65263.0,YEAR,USD
United States,Vendor Manager,Payscale,https://Payscale.com/Vendor Manager,56658.0,74669.0,65363.0,YEAR,USD
United States,Technical Sales Engineer,Glassdoor,https://Glassdoor.com/Technical Sales Engineer,61614.0,73410.0,67512.0,YEAR,USD
United States,Technical Sales Engineer,Indeed,https://Indeed.com/Technical Sales Engineer,61914.0,73610.0,67612.0,YEAR,USD
United States,Technical Sales Engineer,Payscale,https://Payscale.com/Technical Sales Engineer,62214.0,73810.0,67712.0,YEAR,USD
United States,Technical Engineer,Glassdoor,https://Glassdoor.com/Technical Engineer,41883.0,60423.0,51153.0,YEAR,USD
United States,Technical Engineer,Indeed,https://Indeed.com/Technical Engineer,42183.0,60623.0,51253.0,YEAR,USD
United States,Technical Engineer,Payscale,https://Payscale.com/Technical Engineer,42483.0,60823.0,51353.0,YEAR,USD
United States,Support Analyst,Glassdoor,https://Glassdoor.com/Support Analyst,59141.0,75606.0,67373.0,YEAR,USD
United States,Support Analyst,Indeed,https://Indeed.com/Support Analyst,59441.0,75806.0,67473.0,YEAR,USD
United States,Support Analyst,Payscale,https://Payscale.com/Support Analyst,59741.0,76006.0,67573.0,YEAR,USD
United States,Technisch Applicatiebeheerder,Glassdoor,https://Glassdoor.com/Technisch Applicatiebeheerder,41375.0,58449.0,49912.0,YEAR,USD
United States,Technisch Applicatiebeheerder,Indeed,https://Indeed.com/Technisch Applicatiebeheerder,41675.0,58649.0,50012.0,YEAR,USD
United States,Technisch Applicatiebeheerder,Payscale,https://Payscale.com/Technisch Applicatiebeheerder,41975.0,58849.0,50112.0,YEAR,USD
United States,Talent Acquisition Manager,Glassdoor,https://Glassdoor.com/Talent Acquisition Manager,50287.0,61533.0,55910.0,YEAR,USD
United States,Talent Acquisition Manager,Indeed,https://Indeed.com/Talent Acquisition Manager,50587.0,61733.0,56010.0,YEAR,USD
United States,Talent Acquisition Manager,Payscale,https://Payscale.com/Talent Acquisition Manager,50887.0,61933.0,56110.0,YEAR,USD
United States,System Support Engineer,Glassdoor,https://Glassdoor.com/System Support Engineer,61629.0,81298.0,71463.0,YEAR,USD
United States,System Support Engineer,Indeed,https://Indeed.com/System Support Engineer,61929.0,81498.0,71563.0,YEAR,USD
United States,System Support Engineer,Payscale,https://Payscale.com/System Support Engineer,62229.0,81698.0,71663.0,YEAR,USD
United States,Strategic Sourcing Manager,Glassdoor,https://Glassdoor.com/Strategic Sourcing Manager,48392.0,67854.0,58123.0,YEAR,USD
United States,Strategic Sourcing Manager,Indeed,https://Indeed.com/Strategic Sourcing Manager,48692.0,68054.0,58223.0,YEAR,USD
United States,Strategic Sourcing Manager,Payscale,https://Payscale.com/Strategic Sourcing Manager,48992.0,68254.0,58323.0,YEAR,USD
United States,Systems Development Engineer,Glassdoor,https://Glassdoor.com/Systems Development Engineer,64255.0,83527.0,73891.0,YEAR,USD
United States,Systems Development Engineer,Indeed,https://Indeed.com/Systems Development Engineer,64555.0,83727.0,73991.0,YEAR,USD
United States,Systems Development Engineer,Payscale,https://Payscale.com/Systems Development Engineer,64855.0,83927.0,74091.0,YEAR,USD
United States,Web Application Developer,Glassdoor,https://Glassdoor.com/Web Application Developer,60788.0,71676.0,66232.0,YEAR,USD
United States,Web Application Developer,Indeed,https://Indeed.com/Web Application Developer,61088.0,71876.0,66332.0,YEAR,USD
United States,Web Application Developer,Payscale,https://Payscale.com/Web Application Developer,61388.0,72076.0,66432.0,YEAR,USD
United States,Tax Manager,Glassdoor,https://Glassdoor.com/Tax Manager,60463.0,77152.0,68807.0,YEAR,USD
United States,Tax Manager,Indeed,https://Indeed.com/Tax Manager,60763.0,77352.0,68907.0,YEAR,USD
United States,Tax Manager,Payscale,https://Payscale.com/Tax Manager,61063.0,77552.0,69007.0,YEAR,USD
United States,Staff Engineer,Glassdoor,https://Glassdoor.com/Staff Engineer,64448.0,75761.0,70104.0,YEAR,USD
United States,Staff Engineer,Indeed,https://Indeed.com/Staff Engineer,64748.0,75961.0,70204.0,YEAR,USD
United States,Staff Engineer,Payscale,https://Payscale.com/Staff Engineer,65048.0,76161.0,70304.0,YEAR,USD
United States,Test Manager,Glassdoor,https://Glassdoor.com/Test Manager,55236.0,71094.0,63165.0,YEAR,USD
United States,Test Manager,Indeed,https://Indeed.com/Test Manager,55536.0,71294.0,63265.0,YEAR,USD
United States,Test Manager,Payscale,https://Payscale.com/Test Manager,55836.0,71494.0,63365.0,YEAR,USD
United States,Statistical Programmer II,Glassdoor,https://Glassdoor.com/Statistical Programmer II,53274.0,68341.0,60807.0,YEAR,USD
United States,Statistical Programmer II,Indeed,https://Indeed.com/Statistical Programmer II,53574.0,68541.0,60907.0,YEAR,USD
United States,Statistical Programmer II,Payscale,https://Payscale.com/Statistical Programmer II,53874.0,68741.0,61007.0,YEAR,USD
United States,Technical Service Engineer,Glassdoor,https://Glassdoor.com/Technical Service Engineer,44345.0,63787.0,54066.0,YEAR,USD
United States,Technical Service Engineer,Indeed,https://Indeed.com/Technical Service Engineer,44645.0,63987.0,54166.0,YEAR,USD
United States,Technical Service Engineer,Payscale,https://Payscale.com/Technical Service Engineer,44945.0,64187.0,54266.0,YEAR,USD
United States,SYSTEM ENGINEER,Glassdoor,https://Glassdoor.com/SYSTEM ENGINEER,52916.0,71609.0,62262.0,YEAR,USD
United States,SYSTEM ENGINEER,Indeed,https://Indeed.com/SYSTEM ENGINEER,53216.0,71809.0,62362.0,YEAR,USD
United States,SYSTEM ENGINEER,Payscale,https://Payscale.com/SYSTEM ENGINEER,53516.0,72009.0,62462.0,YEAR,USD
United States,Web Project Manager,Glassdoor,https://Glassdoor.com/Web Project Manager,54239.0,71719.0,62979.0,YEAR,USD
United States,Web Project Manager,Indeed,https://Indeed.com/Web Project Manager,54539.0,71919.0,63079.0,YEAR,USD
United States,Web Project Manager,Payscale,https://Payscale.com/Web Project Manager,54839.0,72119.0,63179.0,YEAR,USD
United States,System Integration Engineer,Glassdoor,https://Glassdoor.com/System Integration Engineer,53593.0,68045.0,60819.0,YEAR,USD
United States,System Integration Engineer,Indeed,https://Indeed.com/System Integration Engineer,53893.0,68245.0,60919.0,YEAR,USD
United States,System Integration Engineer,Payscale,https://Payscale.com/System Integration Engineer,54193.0,68445.0,61019.0,YEAR,USD
United States,Statistician II,Glassdoor,https://Glassdoor.com/Statistician II,68221.0,78236.0,73228.0,YEAR,USD
United States,Statistician II,Indeed,https://Indeed.com/Statistician II,68521.0,78436.0,73328.0,YEAR,USD
United States,Statistician II,Payscale,https://Payscale.com/Statistician II,68821.0,78636.0,73428.0,YEAR,USD
United States,Technical Project Manager (m/w/d),Glassdoor,https://Glassdoor.com/Technical Project Manager (m/w/d),44002.0,61642.0,52822.0,YEAR,USD
United States,Technical Project Manager (m/w/d),Indeed,https://Indeed.com/Technical Project Manager (m/w/d),44302.0,61842.0,52922.0,YEAR,USD
United States,Technical Project Manager (m/w/d),Payscale,https://Payscale.com/Technical Project Manager (m/w/d),44602.0,62042.0,53022.0,YEAR,USD
United States,Statistical Programmer,Glassdoor,https://Glassdoor.com/Statistical Programmer,63646.0,80439.0,72042.0,YEAR,USD
United States,Statistical Programmer,Indeed,https://Indeed.com/Statistical Programmer,63946.0,80639.0,72142.0,YEAR,USD
United States,Statistical Programmer,Payscale,https://Payscale.com/Statistical Programmer,64246.0,80839.0,72242.0,YEAR,USD
United States,Statistical Scientist,Glassdoor,https://Glassdoor.com/Statistical Scientist,49811.0,65528.0,57669.0,YEAR,USD
United States,Statistical Scientist,Indeed,https://Indeed.com/Statistical Scientist,50111.0,65728.0,57769.0,YEAR,USD
United States,Statistical Scientist,Payscale,https://Payscale.com/Statistical Scientist,50411.0,65928.0,57869.0,YEAR,USD
United States,Web Engineer,Glassdoor,https://Glassdoor.com/Web Engineer,51019.0,64251.0,57635.0,YEAR,USD
United States,Web Engineer,Indeed,https://Indeed.com/Web Engineer,51319.0,64451.0,57735.0,YEAR,USD
United States,Web Engineer,Payscale,https://Payscale.com/Web Engineer,51619.0,64651.0,57835.0,YEAR,USD
United States,Technology Analyst,Glassdoor,https://Glassdoor.com/Technology Analyst,63693.0,81968.0,72830.0,YEAR,USD
United States,Technology Analyst,Indeed,https://Indeed.com/Technology Analyst,63993.0,82168.0,72930.0,YEAR,USD
United States,Technology Analyst,Payscale,https://Payscale.com/Technology Analyst,64293.0,82368.0,73030.0,YEAR,USD
United States,SW Engineer,Glassdoor,https://Glassdoor.com/SW Engineer,40782.0,58336.0,49559.0,YEAR,USD
United States,SW Engineer,Indeed,https://Indeed.com/SW Engineer,41082.0,58536.0,49659.0,YEAR,USD
United States,SW Engineer,Payscale,https://Payscale.com/SW Engineer,41382.0,58736.0,49759.0,YEAR,USD
United States,Web Analyst,Glassdoor,https://Glassdoor.com/Web Analyst,69010.0,80439.0,74724.0,YEAR,USD
United States,Web Analyst,Indeed,https://Indeed.com/Web Analyst,69310.0,80639.0,74824.0,YEAR,USD
United States,Web Analyst,Payscale,https://Payscale.com/Web Analyst,69610.0,80839.0,74924.0,YEAR,USD
United States,Strategic Project Manager,Glassdoor,https://Glassdoor.com/Strategic Project Manager,55776.0,74717.0,65246.0,YEAR,USD
United States,Strategic Project Manager,Indeed,https://Indeed.com/Strategic Project Manager,56076.0,74917.0,65346.0,YEAR,USD
United States,Strategic Project Manager,Payscale,https://Payscale.com/Strategic Project Manager,56376.0,75117.0,65446.0,YEAR,USD
United States,Workforce Planning Manager,Glassdoor,https://Glassdoor.com/Workforce Planning Manager,47420.0,62563.0,54991.0,YEAR,USD
United States,Workforce Planning Manager,Indeed,https://Indeed.com/Workforce Planning Manager,47720.0,62763.0,55091.0,YEAR,USD
United States,Workforce Planning Manager,Payscale,https://Payscale.com/Workforce Planning Manager,48020.0,62963.0,55191.0,YEAR,USD
United States,Tier 2 Support Engineer,Glassdoor,https://Glassdoor.com/Tier 2 Support Engineer,66738.0,78077.0,72407.0,YEAR,USD
United States,Tier 2 Support Engineer,Indeed,https://Indeed.com/Tier 2 Support Engineer,67038.0,78277.0,72507.0,YEAR,USD
United States,Tier 2 Support Engineer,Payscale,https://Payscale.com/Tier 2 Support Engineer,67338.0,78477.0,72607.0,YEAR,USD
United States,Treasury Manager,Glassdoor,https://Glassdoor.com/Treasury Manager,47381.0,64072.0,55726.0,YEAR,USD
United States,Treasury Manager,Indeed,https://Indeed.com/Treasury Manager,47681.0,64272.0,55826.0,YEAR,USD
United States,Treasury Manager,Payscale,https://Payscale.com/Treasury Manager,47981.0,64472.0,55926.0,YEAR,USD
United States,Statistical Programmer 2,Glassdoor,https://Glassdoor.com/Statistical Programmer 2,68530.0,85912.0,77221.0,YEAR,USD
United States,Statistical Programmer 2,Indeed,https://Indeed.com/Statistical Programmer 2,68830.0,86112.0,77321.0,YEAR,USD
United States,Statistical Programmer 2,Payscale,https://Payscale.com/Statistical Programmer 2,69130.0,86312.0,77421.0,YEAR,USD
United States,Technical Support Manager,Glassdoor,https://Glassdoor.com/Technical Support Manager,67231.0,77834.0,72532.0,YEAR,USD
United States,Technical Support Manager,Indeed,https://Indeed.com/Technical Support Manager,67531.0,78034.0,72632.0,YEAR,USD
United States,Technical Support Manager,Payscale,https://Payscale.com/Technical Support Manager,67831.0,78234.0,72732.0,YEAR,USD
United States,Territory Account Manager,Glassdoor,https://Glassdoor.com/Territory Account Manager,67725.0,85694.0,76709.0,YEAR,USD
United States,Territory Account Manager,Indeed,https://Indeed.com/Territory Account Manager,68025.0,85894.0,76809.0,YEAR,USD
United States,Territory Account Manager,Payscale,https://Payscale.com/Territory Account Manager,68325.0,86094.0,76909.0,YEAR,USD
United States,Tax Analyst,Glassdoor,https://Glassdoor.com/Tax Analyst,65001.0,79028.0,72014.0,YEAR,USD
United States,Tax Analyst,Indeed,https://Indeed.com/Tax Analyst,65301.0,79228.0,72114.0,YEAR,USD
United States,Tax Analyst,Payscale,https://Payscale.com/Tax Analyst,65601.0,79428.0,72214.0,YEAR,USD
United States,User Acquisition Manager,Glassdoor,https://Glassdoor.com/User Acquisition Manager,62268.0,76636.0,69452.0,YEAR,USD
United States,User Acquisition Manager,Indeed,https://Indeed.com/User Acquisition Manager,62568.0,76836.0,69552.0,YEAR,USD
United States,User Acquisition Manager,Payscale,https://Payscale.com/User Acquisition Manager,62868.0,77036.0,69652.0,YEAR,USD
United States,Tech Support Engineer,Glassdoor,https://Glassdoor.com/Tech Support Engineer,61299.0,72808.0,67053.0,YEAR,USD
United States,Tech Support Engineer,Indeed,https://Indeed.com/Tech Support Engineer,61599.0,73008.0,67153.0,YEAR,USD
United States,Tech Support Engineer,Payscale,https://Payscale.com/Tech Support Engineer,61899.0,73208.0,67253.0,YEAR,USD
United States,Support Analyst 3,Glassdoor,https://Glassdoor.com/Support Analyst 3,68029.0,84439.0,76234.0,YEAR,USD
United States,Support Analyst 3,Indeed,https://Indeed.com/Support Analyst 3,68329.0,84639.0,76334.0,YEAR,USD
United States,Support Analyst 3,Payscale,https://Payscale.com/Support Analyst 3,68629.0,84839.0,76434.0,YEAR,USD
United States,System Security Engineer,Glassdoor,https://Glassdoor.com/System Security Engineer,68255.0,80731.0,74493.0,YEAR,USD
United States,System Security Engineer,Indeed,https://Indeed.com/System Security Engineer,68555.0,80931.0,74593.0,YEAR,USD
United States,System Security Engineer,Payscale,https://Payscale.com/System Security Engineer,68855.0,81131.0,74693.0,YEAR,USD
United States,Testing Engineer,Glassdoor,https://Glassdoor.com/Testing Engineer,40164.0,58624.0,49394.0,YEAR,USD
United States,Testing Engineer,Indeed,https://Indeed.com/Testing Engineer,40464.0,58824.0,49494.0,YEAR,USD
United States,Testing Engineer,Payscale,https://Payscale.com/Testing Engineer,40764.0,59024.0,49594.0,YEAR,USD
United States,Technical Solutions Engineer,Glassdoor,https://Glassdoor.com/Technical Solutions Engineer,50007.0,65753.0,57880.0,YEAR,USD
United States,Technical Solutions Engineer,Indeed,https://Indeed.com/Technical Solutions Engineer,50307.0,65953.0,57980.0,YEAR,USD
United States,Technical Solutions Engineer,Payscale,https://Payscale.com/Technical Solutions Engineer,50607.0,66153.0,58080.0,YEAR,USD
United States,Technology Consultant,Glassdoor,https://Glassdoor.com/Technology Consultant,40753.0,57506.0,49129.0,YEAR,USD
United States,Technology Consultant,Indeed,https://Indeed.com/Technology Consultant,41053.0,57706.0,49229.0,YEAR,USD
United States,Technology Consultant,Payscale,https://Payscale.com/Technology Consultant,41353.0,57906.0,49329.0,YEAR,USD
United States,Validation Engineer,Glassdoor,https://Glassdoor.com/Validation Engineer,41561.0,55897.0,48729.0,YEAR,USD
United States,Validation Engineer,Indeed,https://Indeed.com/Validation Engineer,41861.0,56097.0,48829.0,YEAR,USD
United States,Validation Engineer,Payscale,https://Payscale.com/Validation Engineer,42161.0,56297.0,48929.0,YEAR,USD
United States,SYSTEM ANALYST,Glassdoor,https://Glassdoor.com/SYSTEM ANALYST,55422.0,67744.0,61583.0,YEAR,USD
United States,SYSTEM ANALYST,Indeed,https://Indeed.com/SYSTEM ANALYST,55722.0,67944.0,61683.0,YEAR,USD
United States,SYSTEM ANALYST,Payscale,https://Payscale.com/SYSTEM ANALYST,56022.0,68144.0,61783.0,YEAR,USD
United States,Sr. Technical Support Engineer,Glassdoor,https://Glassdoor.com/Sr. Technical Support Engineer,64974.0,84356.0,74665.0,YEAR,USD
United States,Sr. Technical Support Engineer,Indeed,https://Indeed.com/Sr. Technical Support Engineer,65274.0,84556.0,74765.0,YEAR,USD
United States,Sr. Technical Support Engineer,Payscale,https://Payscale.com/Sr. Technical Support Engineer,65574.0,84756.0,74865.0,YEAR,USD
United States,Supply Chain Project Manager,Glassdoor,https://Glassdoor.com/Supply Chain Project Manager,47882.0,58979.0,53430.0,YEAR,USD
United States,Supply Chain Project Manager,Indeed,https://Indeed.com/Supply Chain Project Manager,48182.0,59179.0,53530.0,YEAR,USD
United States,Supply Chain Project Manager,Payscale,https://Payscale.com/Supply Chain Project Manager,48482.0,59379.0,53630.0,YEAR,USD
United States,Technical Account Manager - Amazon Web Services,Glassdoor,https://Glassdoor.com/Technical Account Manager - Amazon Web Services,50949.0,65354.0,58151.0,YEAR,USD
United States,Technical Account Manager - Amazon Web Services,Indeed,https://Indeed.com/Technical Account Manager - Amazon Web Services,51249.0,65554.0,58251.0,YEAR,USD
United States,Technical Account Manager - Amazon Web Services,Payscale,https://Payscale.com/Technical Account Manager - Amazon Web Services,51549.0,65754.0,58351.0,YEAR,USD
United States,Supplier Quality Manager,Glassdoor,https://Glassdoor.com/Supplier Quality Manager,59381.0,70370.0,64875.0,YEAR,USD
United States,Supplier Quality Manager,Indeed,https://Indeed.com/Supplier Quality Manager,59681.0,70570.0,64975.0,YEAR,USD
United States,Supplier Quality Manager,Payscale,https://Payscale.com/Supplier Quality Manager,59981.0,70770.0,65075.0,YEAR,USD
United States,Ventures Analyst,Glassdoor,https://Glassdoor.com/Ventures Analyst,63292.0,82137.0,72714.0,YEAR,USD
United States,Ventures Analyst,Indeed,https://Indeed.com/Ventures Analyst,63592.0,82337.0,72814.0,YEAR,USD
United States,Ventures Analyst,Payscale,https://Payscale.com/Ventures Analyst,63892.0,82537.0,72914.0,YEAR,USD
United States,Technology Project Manager,Glassdoor,https://Glassdoor.com/Technology Project Manager,68889.0,82372.0,75630.0,YEAR,USD
United States,Technology Project Manager,Indeed,https://Indeed.com/Technology Project Manager,69189.0,82572.0,75730.0,YEAR,USD
United States,Technology Project Manager,Payscale,https://Payscale.com/Technology Project Manager,69489.0,82772.0,75830.0,YEAR,USD
United States,System Software Engineer,Glassdoor,https://Glassdoor.com/System Software Engineer,67826.0,86832.0,77329.0,YEAR,USD
United States,System Software Engineer,Indeed,https://Indeed.com/System Software Engineer,68126.0,87032.0,77429.0,YEAR,USD
United States,System Software Engineer,Payscale,https://Payscale.com/System Software Engineer,68426.0,87232.0,77529.0,YEAR,USD
United States,Warehouse Manager,Glassdoor,https://Glassdoor.com/Warehouse Manager,69751.0,81150.0,75450.0,YEAR,USD
United States,Warehouse Manager,Indeed,https://Indeed.com/Warehouse Manager,70051.0,81350.0,75550.0,YEAR,USD
United States,Warehouse Manager,Payscale,https://Payscale.com/Warehouse Manager,70351.0,81550.0,75650.0,YEAR,USD
United States,Technical Project Manager (m/f/d),Glassdoor,https://Glassdoor.com/Technical Project Manager (m/f/d),63441.0,73957.0,68699.0,YEAR,USD
United States,Technical Project Manager (m/f/d),Indeed,https://Indeed.com/Technical Project Manager (m/f/d),63741.0,74157.0,68799.0,YEAR,USD
United States,Technical Project Manager (m/f/d),Payscale,https://Payscale.com/Technical Project Manager (m/f/d),64041.0,74357.0,68899.0,YEAR,USD
United States,Training Manager,Glassdoor,https://Glassdoor.com/Training Manager,67684.0,86449.0,77066.0,YEAR,USD
United States,Training Manager,Indeed,https://Indeed.com/Training Manager,67984.0,86649.0,77166.0,YEAR,USD
United States,Training Manager,Payscale,https://Payscale.com/Training Manager,68284.0,86849.0,77266.0,YEAR,USD
United States,Technical Consulting Engineer,Glassdoor,https://Glassdoor.com/Technical Consulting Engineer,58473.0,72668.0,65570.0,YEAR,USD
United States,Technical Consulting Engineer,Indeed,https://Indeed.com/Technical Consulting Engineer,58773.0,72868.0,65670.0,YEAR,USD
United States,Technical Consulting Engineer,Payscale,https://Payscale.com/Technical Consulting Engineer,59073.0,73068.0,65770.0,YEAR,USD
United States,Transition Manager,Glassdoor,https://Glassdoor.com/Transition Manager,55892.0,73285.0,64588.0,YEAR,USD
United States,Transition Manager,Indeed,https://Indeed.com/Transition Manager,56192.0,73485.0,64688.0,YEAR,USD
United States,Transition Manager,Payscale,https://Payscale.com/Transition Manager,56492.0,73685.0,64788.0,YEAR,USD
United States,TECHNICAL PROJECT MANAGER,Glassdoor,https://Glassdoor.com/TECHNICAL PROJECT MANAGER,45137.0,56594.0,50865.0,YEAR,USD
United States,TECHNICAL PROJECT MANAGER,Indeed,https://Indeed.com/TECHNICAL PROJECT MANAGER,45437.0,56794.0,50965.0,YEAR,USD
United States,TECHNICAL PROJECT MANAGER,Payscale,https://Payscale.com/TECHNICAL PROJECT MANAGER,45737.0,56994.0,51065.0,YEAR,USD
United States,Team Lead,Glassdoor,https://Glassdoor.com/Team Lead,42803.0,55974.0,49388.0,YEAR,USD
United States,Team Lead,Indeed,https://Indeed.com/Team Lead,43103.0,56174.0,49488.0,YEAR,USD
United States,Team Lead,Payscale,https://Payscale.com/Team Lead,43403.0,56374.0,49588.0,YEAR,USD
United States,Tooling Engineer,Glassdoor,https://Glassdoor.com/Tooling Engineer,52672.0,67694.0,60183.0,YEAR,USD
United States,Tooling Engineer,Indeed,https://Indeed.com/Tooling Engineer,52972.0,67894.0,60283.0,YEAR,USD
United States,Tooling Engineer,Payscale,https://Payscale.com/Tooling Engineer,53272.0,68094.0,60383.0,YEAR,USD
United States,STORE MANAGER,Glassdoor,https://Glassdoor.com/STORE MANAGER,57937.0,71715.0,64826.0,YEAR,USD
United States,STORE MANAGER,Indeed,https://Indeed.com/STORE MANAGER,58237.0,71915.0,64926.0,YEAR,USD
United States,STORE MANAGER,Payscale,https://Payscale.com/STORE MANAGER,58537.0,72115.0,65026.0,YEAR,USD
United States,Staff Data Scientist,Glassdoor,https://Glassdoor.com/Staff Data Scientist,48097.0,58864.0,53480.0,YEAR,USD
United States,Staff Data Scientist,Indeed,https://Indeed.com/Staff Data Scientist,48397.0,59064.0,53580.0,YEAR,USD
United States,Staff Data Scientist,Payscale,https://Payscale.com/Staff Data Scientist,48697.0,59264.0,53680.0,YEAR,USD
United States,Talend Data Engineer (w/m/d),Glassdoor,https://Glassdoor.com/Talend Data Engineer (w/m/d),42281.0,55830.0,49055.0,YEAR,USD
United States,Talend Data Engineer (w/m/d),Indeed,https://Indeed.com/Talend Data Engineer (w/m/d),42581.0,56030.0,49155.0,YEAR,USD
United States,Talend Data Engineer (w/m/d),Payscale,https://Payscale.com/Talend Data Engineer (w/m/d),42881.0,56230.0,49255.0,YEAR,USD
United States,Technical Safety Engineer,Glassdoor,https://Glassdoor.com/Technical Safety Engineer,55647.0,66670.0,61158.0,YEAR,USD
United States,Technical Safety Engineer,Indeed,https://Indeed.com/Technical Safety Engineer,55947.0,66870.0,61258.0,YEAR,USD
United States,Technical Safety Engineer,Payscale,https://Payscale.com/Technical Safety Engineer,56247.0,67070.0,61358.0,YEAR,USD
United States,Data Scientist (w/m/d) - Machine Learning,Glassdoor,https://Glassdoor.com/Data Scientist (w/m/d) - Machine Learning,63247.0,77652.0,70449.0,YEAR,USD
United States,Data Scientist (w/m/d) - Machine Learning,Indeed,https://Indeed.com/Data Scientist (w/m/d) - Machine Learning,63547.0,77852.0,70549.0,YEAR,USD
United States,Data Scientist (w/m/d) - Machine Learning,Payscale,https://Payscale.com/Data Scientist (w/m/d) - Machine Learning,63847.0,78052.0,70649.0,YEAR,USD
United States,Windows System Engineer,Glassdoor,https://Glassdoor.com/Windows System Engineer,51675.0,64024.0,57849.0,YEAR,USD
United States,Windows System Engineer,Indeed,https://Indeed.com/Windows System Engineer,51975.0,64224.0,57949.0,YEAR,USD
United States,Windows System Engineer,Payscale,https://Payscale.com/Windows System Engineer,52275.0,64424.0,58049.0,YEAR,USD
